16 окт. 2025 11:32:57,122  INFO PausableInvocationsLogger - Acquiring request lock for [f: HockeyStats.scoreTable, m: gainedFocus, rq: 18] for request #18
16 окт. 2025 11:32:57,122  INFO PausableInvocationsLogger - Acquired request lock for [f: HockeyStats.scoreTable, m: gainedFocus, rq: 18] for request #18
16 окт. 2025 11:32:57,122  INFO PausableInvocationsLogger - Run invocation: [f: HockeyStats.scoreTable, m: gainedFocus, rq: 18]
16 окт. 2025 11:32:57,123  INFO PausableInvocationsLogger - Invocation [f: HockeyStats.scoreTable, m: gainedFocus, rq: 18] finished
16 окт. 2025 11:32:57,123  INFO PausableInvocationsLogger - Releasing request lock for [f: HockeyStats.scoreTable, m: gainedFocus, rq: 18] for request #18
16 окт. 2025 11:32:57,139  INFO PausableInvocationsLogger - Acquiring request lock for [f: HockeyStats.teams, m: executeEventAction, rq: 1] for request #1
16 окт. 2025 11:32:57,139  INFO PausableInvocationsLogger - Acquired request lock for [f: HockeyStats.teams, m: executeEventAction, rq: 1] for request #1
16 окт. 2025 11:32:57,139  INFO PausableInvocationsLogger - Run invocation: [f: HockeyStats.teams, m: executeEventAction, rq: 1]
16 окт. 2025 11:32:57,139  INFO PausableInvocationsLogger - Interaction [f: HockeyStats.teams, m: executeEventAction, rq: 1] called delayUserInteraction: lsfusion.interop.action.HideFormClientAction@421bd820
16 окт. 2025 11:32:57,139  INFO PausableInvocationsLogger - Interaction [f: HockeyStats.teams, m: executeEventAction, rq: 1] called delayUserInteraction: lsfusion.interop.action.DestroyFormClientAction@3696ea42
16 окт. 2025 11:32:57,140  INFO PausableInvocationsLogger - Invocation [f: HockeyStats.teams, m: executeEventAction, rq: 1] finished
16 окт. 2025 11:32:57,140  INFO PausableInvocationsLogger - Releasing request lock for [f: HockeyStats.teams, m: executeEventAction, rq: 1] for request #1
16 окт. 2025 11:33:03,551  INFO PausableInvocationsLogger - Acquiring request lock for [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] for request #19
16 окт. 2025 11:33:03,551  INFO PausableInvocationsLogger - Acquired request lock for [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] for request #19
16 окт. 2025 11:33:03,551  INFO PausableInvocationsLogger - Run invocation: [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19]
16 окт. 2025 11:33:03,738  INFO PausableInvocationsLogger - Interaction [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] called delayUserInteraction: MessageClientAction[caption: lsFusion, msg: Изменения были удачно записаны..., type: LOG]
16 окт. 2025 11:33:03,738  INFO PausableInvocationsLogger - Interaction [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] called delayUserInteraction: lsfusion.interop.action.HideFormClientAction@1260a1a9
16 окт. 2025 11:33:03,739  INFO PausableInvocationsLogger - Interaction [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] called delayUserInteraction: lsfusion.interop.action.DestroyFormClientAction@60b418f0
16 окт. 2025 11:33:03,739  INFO PausableInvocationsLogger - Invocation [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] finished
16 окт. 2025 11:33:03,739  INFO PausableInvocationsLogger - Releasing request lock for [f: HockeyStats.scoreTable, m: executeEventAction, rq: 19] for request #19
16 окт. 2025 11:33:05,094  INFO PausableInvocationsLogger - Run invocation: [f: navigator, m: executeNavigatorAction, rq: 6]
16 окт. 2025 11:33:05,109  INFO PausableInvocationsLogger - Interaction [f: navigator, m: executeNavigatorAction, rq: 6] called delayUserInteraction: FormClientAction[showFormType: DOCKED]
16 окт. 2025 11:33:05,109  INFO PausableInvocationsLogger - Invocation [f: navigator, m: executeNavigatorAction, rq: 6] finished
16 окт. 2025 11:33:05,154  INFO PausableInvocationsLogger - Acquiring request lock for [f: HockeyStats.teams, m: gainedFocus, rq: 0] for request #0
16 окт. 2025 11:33:05,154  INFO PausableInvocationsLogger - Acquired request lock for [f: HockeyStats.teams, m: gainedFocus, rq: 0] for request #0
16 окт. 2025 11:33:05,154  INFO PausableInvocationsLogger - Run invocation: [f: HockeyStats.teams, m: gainedFocus, rq: 0]
16 окт. 2025 11:33:05,155  INFO PausableInvocationsLogger - Invocation [f: HockeyStats.teams, m: gainedFocus, rq: 0] finished
16 окт. 2025 11:33:05,155  INFO PausableInvocationsLogger - Releasing request lock for [f: HockeyStats.teams, m: gainedFocus, rq: 0] for request #0
16 окт. 2025 11:33:06,285  INFO PausableInvocationsLogger - Acquiring request lock for [f: HockeyStats.teams, m: changePageSize, rq: 1] for request #1
16 окт. 2025 11:33:06,285  INFO PausableInvocationsLogger - Acquired request lock for [f: HockeyStats.teams, m: changePageSize, rq: 1] for request #1
16 окт. 2025 11:33:06,285  INFO PausableInvocationsLogger - Run invocation: [f: HockeyStats.teams, m: changePageSize, rq: 1]
